1|4) Qu' ose -je donc proposer? 
1	Qu'	que	PRO	PROWH	s=int	2	suj	_	_
57	tous	tout	A	ADJ	g=m|n=p|s=ind	59	mod	_	_
58	les	le	D	DET	n=p|s=def	59	det	_	_
59	metalleux	metalleux	N	NC	s=c	56	obj	_	_
60	aiment	aimer	V	V	m=ind|n=p|p=3|t=pst	42	coord	_	_
61	Baudelaire	Baudelaire	N	NPP	s=p	60	suj	_	_
62	,	,	PONCT	PONCT	s=w	42	ponct	_	_
63	et	et	C	CC	s=c	42	coord	_	_
64	alors	alors	ADV	ADV	_|marker=7	63	mod	_	_
65	?	?	PONCT	PONCT	s=s	1	ponct	_	_

212|1076) Ainsi il mèle" Commencer en poète et finir en gynécologue! 
1	Ainsi	ainsi	ADV	ADV	_	3	mod	_	_
2	il	cln	CL	CLS	s=suj	3	suj	_	_
3	mèle	mèl	A	ADJ	s=qual	0	root	_	_
4	"	"	PONCT	PONCT	s=w	3	ponct	_	_
5	Commencer	Commencer	N	NPP	s=p	3	mod	_	_
6	en	en	P	P	p=3	3	mod	_	_
7	poète	poète	N	NC	n=s|s=c	6	obj	_	_
8	et	et	C	CC	s=c	3	coord	_	_
9	finir	finir	V	VINF	m=inf	8	dep_coord	_	_
10	en	en	P	P	p=3	9	mod	_	_
11	gynécologue	gynécologue	N	NC	n=s|s=c	10	obj	_	_
12	!	!	PONCT	PONCT	s=s	3	ponct	_	_

213|1077) " Pourquoi nous retirer et abandonner la partie, quand il nous reste tant d' êtres à décevoir? 
1	"	"	PONCT	PONCT	s=w	4	ponct	_	_
2	Pourquoi	pourquoi	ADV	ADV	_	4	mod	_	_
3	nous	clad	CL	CLO	s=obj	4	aff	_	_
4	retirer	retirer	V	VINF	m=inf	0	root	_	_
5	et	et	C	CC	s=c	4	coord	_	_
6	abandonner	abandonner	V	VINF	m=inf	5	dep_coord	_	_
7	la	le	D	DET	g=f|n=s|s=def	8	det	_	_
8	partie	partie	N	NC	g=f|n=s|s=c	6	obj	_	_
9	,	,	PONCT	PONCT	s=w	5	ponct	_	_
10	quand	quand	C	CS	s=s|marker=144	5	dep_coord	_	_
11	il	cln	CL	CLS	s=suj	13	suj	_	_
12	nous	clad	CL	CLO	s=obj	13	aff	_	_
13	reste	rester	V	V	m=ind|n=s|p=3|t=pst	10	obj	_	_
14	tant	tant	ADV	ADV	_	13	mod	_	_
15	d'	de	P	P	_	14	dep	_	_
16	êtres	être	N	NC	g=m|n=p|s=c	15	obj	_	_
17	à	à	P	P	_	14	dep	_	_
18	décevoir	décevoir	V	VINF	m=inf	17	obj	_	_
19	?	?	PONCT	PONCT	s=s	4	ponct	_	_

214|1080) Nous aurons aussi le privilège d' écouter quelques-uns des titres de leur nouvel album, tout juste sorti. 
1	Nous	cln	CL	CLS	s=suj	2	suj	_	_
2	aurons	avoir	V	V	m=ind|n=p|p=1|t=fut	0	root	_	_
3	aussi	aussi	ADV	ADV	_|marker=208	2	mod	_	_
4	le	le	D	DET	g=m|n=s|s=def	5	det	_	_
5	privilège	privilège	N	NC	g=m|n=s|s=c	2	obj	_	_
6	d'	de	P	P	_	2	mod	_	_
7	écouter	écouter	V	VINF	m=inf	6	obj	_	_
8	quelques-uns	quelques-uns	PRO	PRO	g=f|n=p	7	obj	_	_
9	des	de	P+D	P+D	s=def	8	dep	_	_
10	titres	titre	N	NC	g=m|n=p|s=c	9	obj	_	_
11	de	de	P	P	_	10	dep	_	_
12	leur	son	D	DET	n=s|s=poss	14	det	_	_
13	nouvel	nouveau	A	ADJ	g=m|n=s|s=qual	14	mod	_	_
14	album	album	N	NC	g=m|n=s|s=c	11	obj	_	_
15	,	,	PONCT	PONCT	s=w	7	ponct	_	_
16	tout	tout	ADV	ADV	s=ind	17	mod	_	_
17	juste	juste	ADV	ADV	_	18	mod	_	_
18	sorti	sortir	V	VPP	g=m|m=part|n=s|t=past	7	mod	_	_
19	.	.	PONCT	PONCT	s=s	2	ponct	_	_

215|1082) PAF: 5E Amicalistes- 8E Extérieur Nous ne pouvons pas souvent organiser de concerts à l' INSA, nous le faisons cette semaine, alors profitez -en et... 
1	PAF	PAF	N	NPP	s=p	10	suj	_	_
2	:	:	PONCT	PONCT	s=w	1	ponct	_	_
3	5E	5E	D	DET	_	4	det	_	_
4	Amicalistes	Amicaliste	N	NC	s=c	1	mod	_	_
5	-	-	PONCT	PONCT	s=w	1	ponct	_	_
6	8E	8E	D	DET	_	7	det	_	_
7	Extérieur	extérieur	N	NC	g=m|n=s|s=c	1	mod	_	_
8	Nous	cln	CL	CLS	s=suj	10	suj	_	_
9	ne	ne	ADV	ADV	s=neg	10	mod	_	_
10	pouvons	pouvoir	V	V	m=ind|n=p|p=1|t=pst	0	root	_	_
11	pas	pas	ADV	ADV	s=neg	10	mod	_	_
12	souvent	souvent	ADV	ADV	_	10	mod	_	_
13	organiser	organiser	V	VINF	m=inf	10	obj	_	_
14	de	de	P	P	_	13	de_obj	_	_
15	concerts	concert	N	NC	g=m|n=p|s=c	14	obj	_	_
16	à	à	P	P	_	13	mod	_	_
17	l'	le	D	DET	n=s|s=def	18	det	_	_
18	INSA	INSA	N	NC	s=c	16	obj	_	_
19	,	,	PONCT	PONCT	s=w	22	ponct	_	_
20	nous	cln	CL	CLS	s=suj	22	suj	_	_
21	le	cla	CL	CLO	g=m|n=s|s=obj	22	obj	_	_
22	faisons	faire	V	V	m=ind|n=p|p=1|t=pst	10	mod	_	_
23	cette	ce	D	DET	g=f|n=s|s=dem	24	det	_	_
24	semaine	semaine	N	NC	g=f|n=s|s=c	22	suj	_	_
25	,	,	PONCT	PONCT	s=w	22	ponct	_	_
26	alors	alors	ADV	ADV	_|marker=7	22	mod	_	_
27	profitez	profiter	V	V	m=ind|n=p|p=2|t=pst	22	dep	_	_
28	-en	clg	CL	CLO	s=obj	0	root	_	_
29	et	et	C	CC	s=c	28	coord	_	_
30	...	...	PONCT	PONCT	s=s	28	ponct	_	_

216|1085) Concert electro du jeudi 1° mars par Yannick, le 12/03/2007 Salut à tous, jeudi 1° mars a eu lieu un concert electro avec en ouverture le club BPM, toujours aussi énorme, qui ont envoyé de la grosse drum & bass pendant plus d' une heure, suivi de près par DJ Gravebongaz, qui a assuré la transition avec les Alif Sound System qui ont vraiment enflamé la salle. 
1	Concert	concert	N	NC	g=m|n=s|s=c	2	suj	_	_
2	electro	electro	V	V	m=ind	0	root	_	_
3	du	de	P+D	P+D	s=def	2	de_obj	_	_
4	jeudi	jeudi	N	NC	g=m|n=s|s=c	3	obj	_	_
5	1°	1°	A	ADJ	s=qual	4	mod	_	_
6	mars	mars	N	NC	g=m|s=c	4	mod	_	_
7	par	par	P	P	_	2	mod	_	_
8	Yannick	Yannick	N	NPP	n=s|s=p	7	obj	_	_
9	,	,	PONCT	PONCT	s=w	20	ponct	_	_
10	le	le	D	DET	g=m|n=s|s=def	11	det	_	_
11	12/03/2007	12/03/2007	N	NC	s=card	20	suj	_	_
12	Salut	Salut	N	NPP	g=f|n=s|s=p	11	mod	_	_
13	à	à	P	P	_	11	dep	_	_
14	tous	tout	PRO	PRO	g=m|n=p|s=ind	13	obj	_	_
15	,	,	PONCT	PONCT	s=w	11	ponct	_	_
16	jeudi	jeudi	N	NC	g=m|n=s|s=c	11	mod	_	_
17	1°	1°	A	ADJ	s=qual	16	mod	_	_
18	mars	mars	N	NC	g=m|s=c	16	mod	_	_
19	a	avoir	V	V	m=ind|n=s|p=3|t=pst	20	aux_tps	_	_
20	eu	avoir	V	VPP	g=m|m=part|n=s|t=past	2	obj	_	_
21	lieu	lieu	N	NC	g=m|n=s|s=c	20	mod	_	_
22	un	un	D	DET	g=m|n=s|s=ind	23	det	_	_
23	concert	concert	N	NC	g=m|n=s|s=c	20	obj	_	_
24	electro	electro	ADV	ADV	_	23	mod	_	_
25	avec	avec	P	P	_	20	mod	_	_
26	en	en	P	P	p=3	20	mod	_	_
27	ouverture	ouverture	N	NC	g=f|n=s|s=c	26	obj	_	_
28	le	le	D	DET	g=m|n=s|s=def	29	det	_	_
29	club	club	N	NC	g=m|n=s|s=c	20	suj	_	_
30	BPM	BPM	N	NPP	s=p	29	mod	_	_
31	,	,	PONCT	PONCT	s=w	29	ponct	_	_
32	toujours	toujours	ADV	ADV	_	34	mod	_	_
33	aussi	aussi	ADV	ADV	_|marker=208	34	mod	_	_
34	énorme	énorme	A	ADJ	n=s|s=qual	29	mod	_	_
35	,	,	PONCT	PONCT	s=w	29	ponct	_	_
36	qui	qui	PRO	PROREL	s=rel	38	suj	_	_
37	ont	avoir	V	V	m=ind|n=p|p=3|t=pst	38	aux_tps	_	_
38	envoyé	envoyer	V	VPP	g=m|m=part|n=s|t=past	29	mod_rel	_	_
39	de	de	P	P	_	38	de_obj	_	_
40	la	le	D	DET	g=f|n=s|s=def	42	det	_	_
41	grosse	gros	A	ADJ	g=f|n=s|s=qual	42	mod	_	_
42	drum	drum	N	NC	s=c	39	obj	_	_
43	&	et	C	CC	s=c	38	coord	_	_
44	bass	bas	N	NC	s=c	43	dep_coord	_	_
45	pendant	pendant	P	P	_|marker=197	43	dep_coord	_	_
46	plus	plus	ADV	ADV	s=neg	49	mod	_	_
47	d'	de	P	P	_	49	det	_	_
48	une	un	D	DET	g=f|n=s|s=ind	49	det	_	_
49	heure	heure	N	NC	g=f|n=s|s=c	45	obj	_	_
50	,	,	PONCT	PONCT	s=w	29	ponct	_	_
51	suivi	suivre	V	VPP	g=m|m=part|n=s|t=past	29	mod	_	_
52	de	de	P	P	_	51	de_obj	_	_
53	près	près	ADV	ADV	_	52	obj	_	_
54	par	par	P	P	_	51	p_obj	_	_
55	DJ	DJ	N	NPP	s=p	54	obj	_	_
56	Gravebongaz	Gravebongaz	N	NPP	s=p	55	mod	_	_
57	,	,	PONCT	PONCT	s=w	55	ponct	_	_
58	qui	qui	PRO	PROREL	s=rel	60	suj	_	_
59	a	avoir	V	V	m=ind|n=s|p=3|t=pst	60	aux_tps	_	_
60	assuré	assurer	V	VPP	g=m|m=part|n=s|t=past	55	mod_rel	_	_
61	la	le	D	DET	g=f|n=s|s=def	62	det	_	_
62	transition	transition	N	NC	g=f|n=s|s=c	60	obj	_	_
63	avec	avec	P	P	_	60	mod	_	_
64	les	le	D	DET	n=p|s=def	65	det	_	_
65	Alif	Alif	N	NC	s=c	63	obj	_	_
66	Sound	Sound	ET	ET	_	65	mod	_	_
67	System	System	ET	ET	_	65	dep	_	_
68	qui	qui	PRO	PROREL	s=rel	71	suj	_	_
69	ont	avoir	V	V	m=ind|n=p|p=3|t=pst	71	aux_tps	_	_
70	vraiment	vraiment	ADV	ADV	_	71	mod	_	_
71	enflamé	enflamé	V	VPP	m=part|t=past	65	mod_rel	_	_
72	la	le	D	DET	g=f|n=s|s=def	73	det	_	_
73	salle	salle	N	NC	g=f|n=s|s=c	71	obj	_	_
74	.	.	PONCT	PONCT	s=s	2	ponct	_	_

217|1088) En tous cas, rdv pour le FETAR le samedi 26 mai, la programation est pas_encore bouclée, mais on vous garantit une soirée vraiment chaude, alors à plus, on vous espère toujours plus nombreux! 
1	En	en	P	P	p=3	18	mod	_	_
2	tous	tout	A	ADJ	g=m|n=p|s=ind	3	mod	_	_
3	cas	cas	N	NC	g=m|s=c	1	obj	_	_
4	,	,	PONCT	PONCT	s=w	18	ponct	_	_
5	rdv	rendez-vous	N	NC	g=m|s=c	18	mod	_	_
6	pour	pour	P	P	_	5	dep	_	_
7	le	le	D	DET	g=m|n=s|s=def	8	det	_	_
8	FETAR	FETAR	N	NPP	s=p	6	obj	_	_
9	le	le	D	DET	g=m|n=s|s=def	10	det	_	_
10	samedi	samedi	N	NC	g=m|n=s|s=c	18	suj	_	_
11	26	26	A	ADJ	s=card	10	mod	_	_
12	mai	mai	N	NC	g=m|n=s|s=c	10	mod	_	_
13	,	,	PONCT	PONCT	s=w	18	ponct	_	_
14	la	le	D	DET	g=f|n=s|s=def	15	det	_	_
15	programation	programation	N	NC	s=c	18	suj	_	_
16	est	être	V	V	m=ind|n=s|p=3|t=pst	18	aux_pass	_	_
17	pas_encore	pas_encore	ADV	ADV	_	18	mod	_	_
18	bouclée	boucler	V	VPP	g=f|m=part|n=s|t=past	35	mod	_	_
19	,	,	PONCT	PONCT	s=w	18	ponct	_	_
20	mais	mais	C	CC	s=c|marker=304	18	coord	_	_
21	on	cln	CL	CLS	s=suj	23	suj	_	_
22	vous	clad	CL	CLO	s=obj	23	obj	_	_
23	garantit	garantir	V	V	m=ind|n=s|p=3|t=past	20	dep_coord	_	_
24	une	un	D	DET	g=f|n=s|s=ind	25	det	_	_
25	soirée	soirée	N	NC	g=f|n=s|s=c	23	obj	_	_
26	vraiment	vraiment	ADV	ADV	_	27	mod	_	_
27	chaude	chaud	A	ADJ	g=f|n=s|s=qual	25	mod	_	_
28	,	,	PONCT	PONCT	s=w	25	ponct	_	_
29	alors	alors	ADV	ADV	_|marker=7	25	mod	_	_
30	à	à	P	P	_	23	mod	_	_
31	plus	plus	ADV	ADV	s=neg	30	obj	_	_
32	,	,	PONCT	PONCT	s=w	35	ponct	_	_
33	on	cln	CL	CLS	s=suj	35	suj	_	_
34	vous	clad	CL	CLO	s=obj	35	aff	_	_
35	espère	espérer	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
36	toujours	toujours	ADV	ADV	_	35	mod	_	_
37	plus	plus	ADV	ADV	s=neg	38	mod	_	_
38	nombreux	nombreux	A	ADJ	g=m|s=qual	35	ats	_	_
39	!	!	PONCT	PONCT	s=s	35	ponct	_	_

218|1090) Non_seulement des fonds( environ 300E) ont pu être dégagés mais aussi les groupes étaient énormes et je pense que tout le monde a passé une bonne soirée. 
1	Non_seulement	non_seulement	ADV	ADV	_	9	mod	_	_
2	des	de	D	DET	_	3	det	_	_
3	fonds	fonds	N	NC	g=m|s=c	9	suj	_	_
4	(	(	PONCT	PONCT	s=w	3	ponct	_	_
5	environ	environ	ADV	ADV	_	6	mod	_	_
6	300E	300E	N	NPP	s=p	3	mod	_	_
7	)	)	PONCT	PONCT	s=w	3	ponct	_	_
8	ont	avoir	V	V	m=ind|n=p|p=3|t=pst	9	aux_tps	_	_
9	pu	pouvoir	V	VPP	m=part|t=past	0	root	_	_
10	être	être	V	VINF	m=inf	9	obj	_	_
11	dégagés	dégager	V	VPP	g=m|m=part|n=p|t=past	10	mod	_	_
12	mais	mais	C	CC	s=c|marker=304	11	coord	_	_
13	aussi	aussi	ADV	ADV	_|marker=208	12	mod	_	_
14	les	le	D	DET	n=p|s=def	15	det	_	_
15	groupes	groupe	N	NC	g=m|n=p|s=c	12	dep_coord	_	_
16	étaient	étayer	V	V	m=ind|n=p|p=3|t=pst	9	aux_pass	_	_
17	énormes	énorme	A	ADJ	n=p|s=qual	16	mod	_	_
18	et	et	C	CC	s=c	16	coord	_	_
19	je	cln	CL	CLS	s=suj	20	suj	_	_
20	pense	penser	V	V	m=ind|n=s|p=3|t=pst	18	dep_coord	_	_
21	que	que	C	CS	s=s	20	obj	_	_
22	tout	tout	A	ADJ	g=m|n=s|s=ind	24	mod	_	_
23	le	le	D	DET	g=m|n=s|s=def	24	det	_	_
24	monde	monde	N	NC	g=m|n=s|s=c	26	suj	_	_
25	a	avoir	V	V	m=ind|n=s|p=3|t=pst	26	aux_tps	_	_
26	passé	passer	V	VPP	g=m|m=part|n=s|t=past	21	obj	_	_
27	une	un	D	DET	g=f|n=s|s=ind	29	det	_	_
28	bonne	bon	A	ADJ	g=f|n=s|s=qual	29	mod	_	_
29	soirée	soirée	N	NC	g=f|n=s|s=c	26	obj	_	_
30	.	.	PONCT	PONCT	s=s	9	ponct	_	_

219|1100) Nous avons donc orienté nos efforts de développements sur 3 axes. 
1	Nous	cln	CL	CLS	s=suj	4	suj	_	_
2	avons	avoir	V	V	m=ind|n=p|p=1|t=pst	4	aux_tps	_	_
3	donc	donc	ADV	ADV	_|marker=131	4	mod	_	_
4	orienté	orienter	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
5	nos	son	D	DET	n=p|s=poss	6	det	_	_
6	efforts	effort	N	NC	g=m|n=p|s=c	4	obj	_	_
7	de	de	P	P	_	6	dep	_	_
8	développements	développement	N	NC	g=m|n=p|s=c	7	obj	_	_
9	sur	sur	P	P	_	4	mod	_	_
10	3	3	D	DET	s=card	11	det	_	_
11	axes	axe	N	NC	g=m|n=p|s=c	9	obj	_	_
12	.	.	PONCT	PONCT	s=s	4	ponct	_	_

220|1104) L' avenir de la société se conjugue encore davantage qu' hier avec Dover et sa plate-forme« Product Identification» qui avec Markem, Datamax et O' Neil permettrait aussi de dégager de fortes synergies. 
1	L'	le	D	DET	n=s|s=def	2	det	_	_
2	avenir	avenir	N	NC	g=m|n=s|s=c	7	suj	_	_
3	de	de	P	P	_	2	dep	_	_
4	la	le	D	DET	g=f|n=s|s=def	5	det	_	_
5	société	société	N	NC	g=f|n=s|s=c	3	obj	_	_
6	se	se	CL	CLR	p=3|s=refl	7	aff	_	_
7	conjugue	conjuguer	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
8	encore	encore	ADV	ADV	_	7	mod	_	_
9	davantage	davantage	ADV	ADV	_	7	mod	_	_
10	qu'	que	C	CS	s=s	0	root	_	_
11	hier	hier	ADV	ADV	_	12	mod	_	_
12	avec	avec	P	P	_	10	obj	_	_
13	Dover	Dover	N	NPP	g=m|n=s|s=p	12	obj	_	_
14	et	et	C	CC	s=c	13	coord	_	_
15	sa	son	D	DET	g=f|n=s|s=poss	16	det	_	_
16	plate-forme	plate-forme	N	NC	g=f|n=s|s=c	14	dep_coord	_	_
17	«	«	PONCT	PONCT	s=w	13	ponct	_	_
18	Product	Product	N	NPP	s=p	13	mod	_	_
19	Identification	Identification	N	NPP	s=p	13	mod	_	_
20	»	»	PONCT	PONCT	s=w	13	ponct	_	_
21	qui	qui	PRO	PROREL	s=rel	30	suj	_	_
22	avec	avec	P	P	_	30	mod	_	_
23	Markem	Markem	N	NPP	s=p	22	obj	_	_
24	,	,	PONCT	PONCT	s=w	23	coord	_	_
25	Datamax	Datamax	N	NPP	s=p	24	dep_coord	_	_
26	et	et	C	CC	s=c	23	coord	_	_
27	O	O	N	NPP	s=p	26	dep_coord	_	_
28	'	'	PONCT	PONCT	s=w	23	ponct	_	_
29	Neil	Neil	N	NPP	g=m|n=s|s=p	30	suj	_	_
30	permettrait	permettre	V	V	m=ind|n=s|p=3|t=cond	13	mod_rel	_	_
31	aussi	aussi	ADV	ADV	_|marker=208	30	mod	_	_
32	de	de	P	P	_	30	obj	_	_
33	dégager	dégager	V	VINF	m=inf	32	obj	_	_
34	de	un	D	DET	n=p|s=ind	36	det	_	_
35	fortes	fort	A	ADJ	g=f|n=p|s=qual	36	mod	_	_
36	synergies	synergie	N	NC	g=f|n=p|s=c	33	obj	_	_
37	.	.	PONCT	PONCT	s=s	10	ponct	_	_

221|1105) La réponse à une offre globale passera aussi très probablement par une expertise dans_le_domaine_des outils de lecture. 
1	La	le	D	DET	g=f|n=s|s=def	2	det	_	_
2	réponse	réponse	N	NC	g=f|n=s|s=c	7	suj	_	_
3	à	à	P	P	_	2	dep	_	_
4	une	un	D	DET	g=f|n=s|s=ind	5	det	_	_
5	offre	offre	N	NC	g=f|n=s|s=c	3	obj	_	_
6	globale	global	A	ADJ	g=f|n=s|s=qual	5	mod	_	_
7	passera	passer	V	V	m=ind|n=s|p=3|t=fut	0	root	_	_
8	aussi	aussi	ADV	ADV	_|marker=208	7	mod	_	_
9	très	très	ADV	ADV	_	10	mod	_	_
10	probablement	probablement	ADV	ADV	_	7	mod	_	_
11	par	par	P	P	_	7	mod	_	_
12	une	un	D	DET	g=f|n=s|s=ind	13	det	_	_
13	expertise	expertise	N	NC	g=f|n=s|s=c	11	obj	_	_
14	dans_le_domaine_des	dans_le_domaine_de	P	P	_	7	mod	_	_
15	outils	outil	N	NC	g=m|n=p|s=c	14	obj	_	_
16	de	de	P	P	_	15	dep	_	_
17	lecture	lecture	N	NC	g=f|n=s|s=c	16	obj	_	_
18	.	.	PONCT	PONCT	s=s	7	ponct	_	_

222|1124) 4 axes ont ainsi été privilégiés: les réponses aux demandes des membres: séminaire sur le terrorisme avec Indian Railways et séminaire sûreté en partenariat avec l' Union Africaine des Chemins de fer en avril 2006; 
1	4	4	D	DET	s=card	2	det	_	_
2	axes	axe	N	NC	g=m|n=p|s=c	5	suj	_	_
3	ont	avoir	V	V	m=ind|n=p|p=3|t=pst	5	aux_tps	_	_
4	ainsi	ainsi	ADV	ADV	_|marker=1	5	mod	_	_
5	été	être	V	VPP	m=part|t=past	0	root	_	_
6	privilégiés	privilégier	A	ADJ	g=m|m=part|n=p|s=qual|t=past	5	ats	_	_
7	:	:	PONCT	PONCT	s=w	5	ponct	_	_
8	les	le	D	DET	n=p|s=def	9	det	_	_
9	réponses	réponse	N	NC	g=f|n=p|s=c	5	obj	_	_
10	aux	à	P+D	P+D	s=def	5	a_obj	_	_
11	demandes	demande	N	NC	g=f|n=p|s=c	10	obj	_	_
12	des	de	P+D	P+D	s=def	11	dep	_	_
13	membres	membre	N	NC	g=m|n=p|s=c	12	obj	_	_
14	:	:	PONCT	PONCT	s=w	5	ponct	_	_
15	séminaire	séminaire	N	NC	g=m|n=s|s=c	5	mod	_	_
16	sur	sur	P	P	_	5	mod	_	_
17	le	le	D	DET	g=m|n=s|s=def	18	det	_	_
18	terrorisme	terrorisme	N	NC	g=m|n=s|s=c	16	obj	_	_
19	avec	avec	P	P	_	5	mod	_	_
20	Indian	Indian	N	NPP	s=p	19	obj	_	_
21	Railways	Railways	N	NPP	s=p	20	mod	_	_
22	et	et	C	CC	s=c	20	coord	_	_
23	séminaire	séminaire	N	NC	g=m|n=s|s=c	22	dep_coord	_	_
24	sûreté	sûreté	N	NC	g=f|n=s|s=c	23	mod	_	_
25	en	en	P	P	p=3	22	dep_coord	_	_
26	partenariat	partenariat	N	NC	g=m|n=s|s=c	25	obj	_	_
27	avec	avec	P	P	_	26	dep	_	_
28	l'	le	D	DET	n=s|s=def	29	det	_	_
29	Union	Union	N	NPP	s=p	27	obj	_	_
30	Africaine	Africaine	N	NPP	s=p	29	mod	_	_
31	des	de	P+D	P+D	s=def	29	dep	_	_
32	Chemins	chemin	N	NC	g=m|n=p|s=c	31	obj	_	_
33	de	de	P	P	_	32	dep	_	_
34	fer	fer	N	NC	g=m|n=s|s=c	33	obj	_	_
35	en	en	P	P	p=3	5	mod	_	_
36	avril	avril	N	NC	g=m|n=s|s=c	35	obj	_	_
37	2006	2006	A	ADJ	s=card	36	mod	_	_
38	;	;	PONCT	PONCT	s=w	5	ponct	_	_

223|1129) Age: 30 Inscrit le: 13 Fév 2007 Messages: 1204 Localisation: Windy Welly/ NZ Sujet: Re: Rencontre du 3e type sans cheval et a pied Mer 19 Sep- 21: 56 J' ai aussi pense a Le Maire pour la Waterproof Blague a part, me voila lance dans la tentative de la video et je vous jure que ce n' est pas simple quand on a que 26 kb/ s dans le meilleur des cas J' ai reussi a telecharger apres multiples tentatives une video, dites moi si on voit qqchose: 
1	Age	age	N	NC	g=m|n=s|s=c	42	suj	_	_
2	:	:	PONCT	PONCT	s=w	1	ponct	_	_
3	30	30	D	DET	s=card	4	det	_	_
4	Inscrit	inscrit	N	NC	g=m|n=s|s=c	1	mod	_	_
5	le	le	D	DET	g=m|n=s|s=def	7	det	_	_
6	:	:	PONCT	PONCT	s=w	5	ponct	_	_
7	13	13	D	DET	s=card	4	mod	_	_
8	Fév	Fév	ET	ET	_	10	dep	_	_
9	2007	2007	ET	ET	s=card	10	dep	_	_
10	Messages	Messages	ET	ET	_	7	dep	_	_
11	:	:	PONCT	PONCT	s=w	1	ponct	_	_
12	1204	1204	D	DET	s=card	13	det	_	_
13	Localisation	localisation	N	NC	g=f|n=s|s=c	1	mod	_	_
14	:	:	PONCT	PONCT	s=w	1	ponct	_	_
15	Windy	Windy	N	NPP	s=p	1	mod	_	_
16	Welly	Welly	N	NPP	s=p	15	mod	_	_
17	/	/	PONCT	PONCT	s=w	1	ponct	_	_
18	NZ	NZ	N	NPP	s=p	1	mod	_	_
19	Sujet	Sujet	N	NPP	s=p	18	mod	_	_
20	:	:	PONCT	PONCT	s=w	1	ponct	_	_
21	Re	Re	N	NPP	g=m|n=s|s=p	1	mod	_	_
22	:	:	PONCT	PONCT	s=w	1	ponct	_	_
23	Rencontre	Rencontre	N	NPP	s=p	1	mod	_	_
24	du	de	P+D	P+D	s=def	1	dep	_	_
25	3e	3e	A	ADJ	s=ord	26	mod	_	_
26	type	type	N	NC	g=m|n=s|s=c	24	obj	_	_
27	sans	sans	P	P	_|marker=352	26	dep	_	_
28	cheval	cheval	N	NC	g=m|n=s|s=c	27	obj	_	_
29	et	et	C	CC	s=c	1	coord	_	_
30	a	avoir	V	V	m=ind|n=s|p=3|t=pst	29	dep_coord	_	_
31	pied	pied	N	NC	n=s|s=c	30	obj	_	_
32	Mer	Mer	N	NPP	g=m|n=s|s=p	31	mod	_	_
33	19	19	N	NC	s=card	32	mod	_	_
34	Sep	Sep	N	NPP	s=p	32	mod	_	_
35	-	-	PONCT	PONCT	s=w	32	ponct	_	_
36	21	21	A	ADJ	s=card	32	mod	_	_
37	:	:	PONCT	PONCT	s=w	1	ponct	_	_
38	56	56	PRO	PRO	s=card	40	dep	_	_
39	J'	cln	CL	CLS	s=suj	40	suj	_	_
40	ai	avoir	V	V	m=ind|n=s|p=1|t=pst	1	mod	_	_
41	aussi	aussi	ADV	ADV	_|marker=208	40	mod	_	_
42	pense	penser	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
43	a	avoir	V	V	m=ind|n=s|p=3|t=pst	42	mod	_	_
44	Le	le	D	DET	g=m|n=s|s=def	45	det	_	_
45	Maire	Maire	N	NPP	g=m|n=s|s=p	43	suj	_	_
46	pour	pour	P	P	_	43	mod	_	_
47	la	le	D	DET	g=f|n=s|s=def	48	det	_	_
48	Waterproof	Waterproof	N	NPP	s=p	46	obj	_	_
49	Blague	Blague	N	NPP	s=p	48	mod	_	_
50	a	avoir	V	V	m=ind|n=s|p=3|t=pst	42	dep	_	_
51	part	part	N	NC	n=s|s=c	50	obj	_	_
52	,	,	PONCT	PONCT	s=w	50	ponct	_	_
53	me	clad	CL	CLO	s=obj	54	aff	_	_
54	voila	voiler	V	V	m=ind|n=s|p=3|t=past	42	dep	_	_
55	lance	lance	N	NC	g=f|n=s|s=c	54	obj	_	_
56	dans	dans	P	P	_	54	mod	_	_
57	la	le	D	DET	g=f|n=s|s=def	58	det	_	_
58	tentative	tentative	N	NC	g=f|n=s|s=c	56	obj	_	_
59	de	de	P	P	_	58	dep	_	_
60	la	le	D	DET	g=f|n=s|s=def	61	det	_	_
61	video	video	N	NC	s=c	59	obj	_	_
62	et	et	C	CC	s=c	54	coord	_	_
63	je	cln	CL	CLS	s=suj	65	suj	_	_
64	vous	clad	CL	CLO	s=obj	65	aff	_	_
65	jure	jurer	V	V	m=ind|n=s|p=3|t=pst	62	dep_coord	_	_
66	que	que	C	CS	s=s	65	obj	_	_
67	ce	cln	CL	CLS	s=suj	69	suj	_	_
68	n'	ne	ADV	ADV	s=neg	69	mod	_	_
69	est	être	V	V	m=ind|n=s|p=3|t=pst	66	obj	_	_
70	pas	pas	ADV	ADV	s=neg	69	mod	_	_
71	simple	simple	A	ADJ	n=s|s=qual	69	ats	_	_
72	quand	quand	C	CS	s=s|marker=144	69	mod	_	_
73	on	cln	CL	CLS	s=suj	74	suj	_	_
74	a	avoir	V	V	m=ind|n=s|p=3|t=pst	72	obj	_	_
75	que	que	C	CS	s=s	74	obj	_	_
76	26	26	D	DET	s=card	77	det	_	_
77	kb	kb	N	NC	s=c	88	suj	_	_
